UniqueId,Name,Started,AcresBurned,PercentContained,Counties,CanonicalUrl
d19ac7c7-c899-4600-82c9-fe24dc29f3c9,CZU Lightning Complex (Including Warnella Fire) ,2020-08-16T06:41:00Z,86509,100,Santa Cruz,/incidents/2020/8/16/czu-lightning-complex-including-warnella-fire/
d19ac7c7-c899-4600-82c9-fe24dc29f3c9,CZU Lightning Complex (Including Warnella Fire) ,2020-08-16T06:41:00Z,86509,100,San Mateo,/incidents/2020/8/16/czu-lightning-complex-including-warnella-fire/
ff4d7735-a5d6-452f-8775-3b208eb046b2,River Fire,2020-08-16T14:56:54Z,48088,100,Monterey,/incidents/2020/8/16/river-fire/
ef5e4d08-bf3f-4df1-90b7-92e4e2a2fc91,Mineral Fire,2020-07-13T16:40:36Z,29667,100,Fresno,/incidents/2020/7/13/mineral-fire/
6edfd658-def5-451c-86bd-83cb2280e34f,Sheep Fire ,2020-08-22T22:02:57Z,29570,100,Plumas,/incidents/2020/8/22/sheep-fire/
06f4e066-b0d2-4af9-91a3-518aef4d0197,Carmel Fire,2020-08-18T14:24:01Z,6905,100,Monterey,/incidents/2020/8/18/carmel-fire/
5f88019a-39cf-43ff-921f-d5442e47f98d,Pond Fire,2020-08-01T18:44:52Z,1962,99,San Luis Obispo,/incidents/2020/8/1/pond-fire/
03459423-a538-4952-ba0c-c020face9151,Coyote Fire,2020-07-15T14:04:08Z,1508,100,San Benito,/incidents/2020/7/15/coyote-fire/
2190e4db-2b64-4d98-a5f9-00cc6221eec8,Bitter Fire ,2020-06-16T14:11:55Z,895,100,San Benito,/incidents/2020/6/16/bitter-fire/
1eadad68-344e-4728-8390-b0d31b96333d,Creek Fire,2020-08-18T17:58:52Z,820,100,Mendocino,/incidents/2020/8/18/creek-fire/
b19c7e40-eac0-4c33-9414-590752f5c100,Drum Fire,2020-06-14T15:03:45Z,696,100,Santa Barbara,/incidents/2020/6/14/drum-fire/
a47ae21e-d488-4978-ade9-aeed0db63fa6,Amoruso Fire,2020-06-01T15:52:43Z,650,100,Placer,/incidents/2020/6/1/amoruso-fire/
90f61641-f44c-4180-bb82-9238b1effeb7,Lake Fire,2020-07-05T07:09:01Z,588,100,San Luis Obispo,/incidents/2020/7/5/lake-fire/
5258de73-6c10-44ac-99e0-88602a8a83f5,Meiss Fire,2020-08-13T17:01:18Z,512,100,Sacramento,/incidents/2020/8/13/meiss-fire/
7f3042f1-3e76-4c3e-82c9-a0761c1c8b90,Park Fire,2020-07-05T07:13:22Z,343,100,Santa Clara,/incidents/2020/7/5/park-fire/
cf392ebe-9c69-4a28-b52b-3772c06b493c,Rico Fire ,2020-06-22T15:55:55Z,338,100,Monterey,/incidents/2020/6/22/rico-fire/
d10cd103-f627-497d-a338-6430438ed7fb,Bend Fire,2020-06-25T17:28:46Z,263,100,San Luis Obispo,/incidents/2020/6/25/bend-fire/
8ad07f5d-c8eb-43c3-94d5-547ee9c0e5cd,Acres Fire,2020-06-01T15:29:05Z,237,100,Madera,/incidents/2020/6/1/acres-fire/
04013e6f-d207-4043-8d3d-00aa5d332d85,Sheep Fire,2020-07-30T16:14:47Z,233,100,Kern,/incidents/2020/7/30/sheep-fire/
eef565af-d64a-4c72-a4a2-6a9d13e6211c,Candy Fire,2020-09-29T13:32:00Z,227,100,Riverside,/incidents/2020/9/29/candy-fire/
0413caad-a48e-447b-8ed8-1c8933360f21,Springs Fire,2020-06-19T15:19:44Z,217,100,Tulare,/incidents/2020/6/19/springs-fire/
9247b89a-38f0-4e14-ac4a-59386cf867b4,Bitterwater Fire,2020-06-07T14:43:51Z,211,100,Monterey,/incidents/2020/6/7/bitterwater-fire/
ad9ab6b9-53ed-417c-a490-6b594974f110,Baseball Fire,2020-02-25T14:17:21Z,211,100,Glenn,/incidents/2020/2/25/baseball-fire/
ad9ab6b9-53ed-417c-a490-6b594974f110,Baseball Fire,2020-02-25T14:17:21Z,211,100,Mendocino,/incidents/2020/2/25/baseball-fire/
44bf7479-689e-4203-9f38-8b05917db66b,Cornetts Fire,2020-06-13T14:27:51Z,191,100,Mariposa,/incidents/2020/6/13/cornetts-fire/
e1298aaa-1337-412e-ba09-7b29e87dad8b,Mann Fire,2020-03-03T11:13:50Z,180,100,Riverside,/incidents/2020/3/3/mann-fire/
405d5f3f-66c9-4b69-8660-82780fa582b5,Grizzly Fire,2020-03-02T14:08:05Z,154,100,Glenn,/incidents/2020/3/2/grizzly-fire/
ce7dddd1-7a79-4aa4-b6bc-f4181aa2ac05,Patterson Fire,2020-07-06T16:04:20Z,150,100,San Joaquin,/incidents/2020/7/6/patterson-fire/
22bb346a-660e-46cb-8c54-dbcda18fc4d6,Jack Fire,2020-07-24T17:32:36Z,145,100,Riverside,/incidents/2020/7/24/jack-fire/
db5ad2e7-dc3d-41f2-91b4-4019857ee51e,Lakeville Fire,2020-06-05T16:56:55Z,141,100,Sonoma,/incidents/2020/6/5/lakeville-fire/
0364a8dd-0971-4f24-a020-6f4e97ccbace,Hill Fire,2020-07-24T17:47:17Z,138,100,Colusa,/incidents/2020/7/24/hill-fire/
0fc1bc5b-7ac5-4a2c-8048-9ed74623b838,Fork Fire,2020-06-18T20:28:41Z,130,100,Tulare,/incidents/2020/6/18/fork-fire/
